,music_ID,y_test,Lasso,ElasticNet,Ridge,kNN,SVRrbf,DT,RF
157,14,0.5562125,0.6034913239538239,0.6034913239538239,0.5562152519013157,0.6869375,0.5512415459178545,0.5625313786258307,0.6213827888977677
158,14,0.5603375,0.6034913239538239,0.6034913239538239,0.5603322355470047,0.5798725,0.5442997079330889,0.5625313786258307,0.6189210292834131
159,14,0.5647875,0.6034913239538239,0.6034913239538239,0.5647785072753527,0.5769299999999999,0.541948451239568,0.5625313786258307,0.6234072395156227
558,34,0.825775,0.6034913239538239,0.6034913239538239,0.8257344809977543,0.6756425,0.6415032306795475,0.8345880593237506,0.5988996909685296
559,34,0.8361,0.6034913239538239,0.6034913239538239,0.8360566511691404,0.707195,0.6378020110853906,0.8345880593237506,0.6051930846843631
560,34,0.8332125,0.6034913239538239,0.6034913239538239,0.8331709987207951,0.723025,0.6609355882720613,0.8345880593237506,0.5973873908953319
561,34,0.8183375,0.6034913239538239,0.6034913239538239,0.818292702386997,0.7094400000000001,0.65185390128475,0.8079462854941672,0.6026454317510057
562,34,0.809875,0.6034913239538239,0.6034913239538239,0.8098297920530547,0.6644775,0.6397920943433368,0.8079462854941672,0.6026934354706371
563,34,0.812775,0.6034913239538239,0.6034913239538239,0.8127379681804848,0.7039025,0.6390840531476736,0.8079462854941672,0.6052746143009395
564,34,0.8134375,0.6034913239538239,0.6034913239538239,0.8133958248478209,0.6847925,0.6488369675483663,0.8079462854941672,0.6158340336333898
565,34,0.82255,0.6034913239538239,0.6034913239538239,0.8225005304665307,0.6799125,0.6658025754138918,0.8345880593237506,0.6370535191935198
566,34,0.837875,0.6034913239538239,0.6034913239538239,0.8378274388584681,0.6706225,0.659168765542953,0.8345880593237506,0.629114550231483
567,34,0.8423125,0.6034913239538239,0.6034913239538239,0.84226465059221,0.707125,0.6417365104291994,0.8345880593237506,0.619410646766754
568,34,0.8355375,0.6034913239538239,0.6034913239538239,0.835485430117243,0.7459975,0.6444781264740549,0.8345880593237506,0.6162043122034809
569,34,0.8352,0.6034913239538239,0.6034913239538239,0.8351456465849639,0.7142625,0.647020643730962,0.8345880593237506,0.6342456550450152
570,34,0.844325,0.6034913239538239,0.6034913239538239,0.8442763052901043,0.695595,0.6652659178569674,0.8345880593237506,0.6315779106472528
571,34,0.8427875,0.6034913239538239,0.6034913239538239,0.8427361156048289,0.7685075,0.6287377296829438,0.8345880593237506,0.608053940505262
572,34,0.8433375,0.6034913239538239,0.6034913239538239,0.8432871314587892,0.6125499999999999,0.6548452930342533,0.8345880593237506,0.6067359762468105
573,34,0.83765,0.6034913239538239,0.6034913239538239,0.8376037502561934,0.6889800000000001,0.657490447954807,0.8345880593237506,0.6065403532013972
905,56,0.2435625,0.6034913239538239,0.6034913239538239,0.24358856603322837,0.3083675,0.4030974683303521,0.23770427295918373,0.5440495657166371
906,56,0.257775,0.6034913239538239,0.6034913239538239,0.2578010050403122,0.321275,0.402952774805036,0.23770427295918373,0.5292312450640899
907,56,0.26035,0.6034913239538239,0.6034913239538239,0.26038180779959125,0.40309249999999996,0.3583419020902723,0.27861606012658213,0.5195805173418997
908,56,0.2672375,0.6034913239538239,0.6034913239538239,0.2672555284568241,0.43099750000000003,0.39914230306049614,0.27861606012658213,0.5659864403577755
909,56,0.26665,0.6034913239538239,0.6034913239538239,0.26666915759025195,0.3630225,0.36584425196044623,0.27861606012658213,0.5457703703612831
910,56,0.2629625,0.6034913239538239,0.6034913239538239,0.26298257307661094,0.3979150000000001,0.3485909331776118,0.27861606012658213,0.5523360713749387
911,57,0.3732125,0.6034913239538239,0.6034913239538239,0.37322732445510426,0.3975575,0.3611466961431096,0.3775458333333334,0.5565369626872074
912,57,0.35855,0.6034913239538239,0.6034913239538239,0.3585727910905602,0.3688629545454546,0.35007116790516735,0.3516074792243767,0.5605355408097077
913,57,0.376875,0.6034913239538239,0.6034913239538239,0.3768927198086113,0.4447749999999999,0.3726354636677717,0.3775458333333334,0.5499892290250268
914,57,0.3872125,0.6034913239538239,0.6034913239538239,0.3872262921194288,0.3296875,0.3809250935128759,0.3775458333333334,0.550043535560971
915,57,0.3695375,0.6034913239538239,0.6034913239538239,0.36955138834313817,0.374315,0.3552275866194736,0.3775458333333334,0.5348886411950228
916,57,0.377875,0.6034913239538239,0.6034913239538239,0.3778942134119324,0.38929250000000004,0.36637583768258775,0.3775458333333334,0.5509930025129768
917,57,0.3730875,0.6034913239538239,0.6034913239538239,0.37310814015839044,0.39122250000000003,0.38798535375477095,0.3775458333333334,0.574322821415772
918,57,0.369425,0.6034913239538239,0.6034913239538239,0.36944071274436197,0.46702750000000004,0.3447451619602018,0.3775458333333334,0.5767094026316053
919,57,0.3618625,0.6034913239538239,0.6034913239538239,0.3618783349452319,0.4298375,0.3377642080826534,0.3516074792243767,0.5615972774889897
920,57,0.35865,0.6034913239538239,0.6034913239538239,0.3586690746064668,0.38580249999999994,0.36697769306475625,0.3516074792243767,0.5767094026316053
921,57,0.35865,0.6034913239538239,0.6034913239538239,0.35867221009613437,0.38658000000000003,0.35414963559099333,0.3516074792243767,0.5615972774889897
922,57,0.3514375,0.6034913239538239,0.6034913239538239,0.3514602497737738,0.479045,0.33008351421653404,0.3516074792243767,0.558662820870422
923,57,0.3442125,0.6034913239538239,0.6034913239538239,0.3442327761292665,0.46167499999999995,0.31775311150492314,0.3516074792243767,0.5539180183033716
924,57,0.3409875,0.6034913239538239,0.6034913239538239,0.3410123266923687,0.49106250000000007,0.3575554145426789,0.3516074792243767,0.5510734914232788
925,57,0.340775,0.6034913239538239,0.6034913239538239,0.34080004600816205,0.414975,0.3369443357468118,0.3516074792243767,0.5402938734249323
926,57,0.3527625,0.6034913239538239,0.6034913239538239,0.35278344129668693,0.4441325,0.3703801906574504,0.3516074792243767,0.5476196891876122
927,57,0.3470125,0.6034913239538239,0.6034913239538239,0.34703667048650405,0.36588499999999996,0.3360256270242235,0.3516074792243767,0.5319106646151047
928,57,0.3591125,0.6034913239538239,0.6034913239538239,0.3591336170174182,0.4219799999999999,0.35515309655117944,0.3516074792243767,0.5555311487135373
929,57,0.3465375,0.6034913239538239,0.6034913239538239,0.3465614304752274,0.39951250000000005,0.34572173801044404,0.3516074792243767,0.5555311487135373
930,57,0.3287625,0.6034913239538239,0.6034913239538239,0.3287930611239261,0.43084249999999996,0.34926913075702537,0.3215837890624999,0.5682575492408651
931,57,0.3336375,0.6034913239538239,0.6034913239538239,0.33366906799400914,0.42866499999999996,0.3357441666768581,0.3215837890624999,0.548360985369485
932,57,0.34855,0.6034913239538239,0.6034913239538239,0.34857476366294293,0.39838500000000004,0.35668420061230366,0.3516074792243767,0.5490065186149161
933,57,0.3488625,0.6034913239538239,0.6034913239538239,0.3488906991626374,0.4306425,0.3476264272290196,0.3516074792243767,0.5682245199188379
934,57,0.3520875,0.6034913239538239,0.6034913239538239,0.35209889776841713,0.4237747727272728,0.38696808190234444,0.3516074792243767,0.5140638502409222
935,57,0.3566375,0.6034913239538239,0.6034913239538239,0.35664591266871837,0.29371,0.33791712723202605,0.3516074792243767,0.5195386374348656
936,57,0.346875,0.6034913239538239,0.6034913239538239,0.3468865110522399,0.476525,0.366149911184304,0.3516074792243767,0.5206891311952762
937,57,0.350775,0.6034913239538239,0.6034913239538239,0.3507876244374361,0.3442425,0.3732790350632366,0.3516074792243767,0.5511557741159534
938,57,0.3642,0.6034913239538239,0.6034913239538239,0.3642048415108413,0.40591250000000006,0.3615454432802063,0.3775458333333334,0.5056035570751014
939,57,0.348325,0.6034913239538239,0.6034913239538239,0.34833543511207216,0.46367250000000004,0.36914049441910934,0.3516074792243767,0.5289205320272714
940,57,0.3435375,0.6034913239538239,0.6034913239538239,0.34355455371342536,0.43291,0.3639991592435031,0.3516074792243767,0.574931114033044
941,57,0.3523125,0.6034913239538239,0.6034913239538239,0.35232566850020414,0.4741075,0.3488632864046396,0.3516074792243767,0.5341686307241064
942,57,0.33845,0.6034913239538239,0.6034913239538239,0.3384665809711543,0.33502,0.3589746978855428,0.3516074792243767,0.5097771135604187
983,59,0.5957875,0.6034913239538239,0.6034913239538239,0.5957786774249932,0.6878225,0.5488191886940257,0.6016806802131495,0.5921755852077948
984,59,0.596675,0.6034913239538239,0.6034913239538239,0.5966669855987081,0.6025,0.5789965428962455,0.6016806802131495,0.5937550676514001
985,59,0.6021,0.6034913239538239,0.6034913239538239,0.6021055934437836,0.54931,0.5909158083756496,0.6016806802131495,0.6016372794849261
986,59,0.602875,0.6034913239538239,0.6034913239538239,0.6028826039374109,0.4578043181818182,0.5755700424700735,0.6016806802131495,0.5901411931466409
987,59,0.6012,0.6034913239538239,0.6034913239538239,0.6012001584876101,0.4898963636363636,0.578015753499413,0.6016806802131495,0.5902574077761495
988,59,0.6065375,0.6034913239538239,0.6034913239538239,0.6065284209821107,0.55889,0.5715380453084573,0.6016806802131495,0.5915944648450682
1025,63,0.51265,0.6034913239538239,0.6034913239538239,0.5126238068084055,0.41171499999999994,0.46127122556716016,0.5064022292847992,0.5691040918119634
1026,63,0.53365,0.6034913239538239,0.6034913239538239,0.5336147675998504,0.420425,0.46657791584938657,0.524641608604291,0.550298168540013
1027,63,0.5184375,0.6034913239538239,0.6034913239538239,0.5184143505778476,0.5557875,0.4897445854993991,0.524641608604291,0.52077392348139
1028,63,0.532,0.6034913239538239,0.6034913239538239,0.531965858166129,0.46673749999999997,0.4564032778154941,0.524641608604291,0.5595740286405003
1029,63,0.5184375,0.6034913239538239,0.6034913239538239,0.5184064085388863,0.42320250000000004,0.4495178581131254,0.524641608604291,0.5673282001275048
1030,63,0.5133375,0.6034913239538239,0.6034913239538239,0.5133160498183508,0.5577099999999999,0.44946826654270905,0.5064022292847992,0.5723394909021298
1031,63,0.495875,0.6034913239538239,0.6034913239538239,0.4958534335869645,0.46916250000000004,0.43966520426281336,0.4881762685643567,0.5303304056390339
