time(s),200384,100259,100264,100266,110430,100262,100260,100265,100261,100263
0.0,3.82534,13.0096,8.34961,2.4887099999999998,13.1729,9.30481,4.131880000000001,12.4268,7.39593,3.36593
0.02,3.8268699999999995,13.0096,8.34808,2.4856599999999998,13.1683,9.309389999999999,4.128830000000001,12.4115,7.397460000000001,3.37051
0.04,3.81313,13.0035,8.34045,2.48413,13.1699,9.30786,4.11815,12.4146,7.394410000000001,3.36593
0.06,3.81618,13.0112,8.3374,2.49023,13.1683,9.30481,4.11815,12.41,7.39288,3.36745
0.08,3.81618,12.9974,8.33893,2.4856599999999998,13.1699,9.309389999999999,4.109,12.4115,7.39593,3.35525
0.1,3.81466,12.9959,8.34198,2.49023,13.1577,9.30633,4.104419999999999,12.4115,7.3822,3.35525
0.12,3.81313,12.9959,8.32519,2.4856599999999998,13.1577,9.30786,4.10594,12.4023,7.38373,3.35525
0.14,3.81466,12.9959,8.32519,2.49023,13.1592,9.30786,4.109,12.3993,7.38373,3.3567699999999996
0.16,3.81161,12.9868,8.32519,2.4887099999999998,13.1561,9.30481,4.09374,12.4023,7.38373,3.3537199999999996
0.18,3.81313,12.9868,8.31299,2.48718,13.1592,9.30633,4.09374,12.3993,7.38678,3.3399900000000002
0.2,3.81161,12.9807,8.31146,2.48413,13.1424,9.30786,4.09069,12.4023,7.38068,3.3430400000000002
0.22,3.81466,12.9822,8.30841,2.48413,13.15,9.31091,4.08306,12.3901,7.371519999999999,3.3445699999999996
0.24,3.81466,12.972999999999999,8.31299,2.4856599999999998,13.1409,9.31091,4.08153,12.3886,7.374569999999999,3.3430400000000002
0.26,3.81161,12.9745,8.31146,2.4856599999999998,13.1454,9.30786,4.08153,12.3901,7.36694,3.3445699999999996
0.28,3.81313,12.9715,8.30078,2.4856599999999998,13.1332,9.309389999999999,4.066269999999999,12.3795,7.371519999999999,3.3460900000000002
0.3,3.81313,12.9745,8.30231,2.48413,13.1332,9.309389999999999,4.069319999999999,12.3749,7.36999,3.34151
0.32,3.80398,12.9562,8.30078,2.48413,13.1348,9.30786,4.066269999999999,12.3718,7.356260000000001,3.3445699999999996
